0.012143864,0.013205665,-0.002300191,-4.41093123,-4.327109373,-6.074763167,
-0.007427525,0.018846209,0.025367153,-4.902562519,-3.971443499,-3.674300143,
0.03552855,0.0056537,0.010316426,-3.337418667,-5.175445122,-4.574017882,
0.015290994,0.009600562,-0.004707241,-4.180491276,-4.645933669,-5.358653322,
0.001674046,0.031877223,0.01049036,-6.39251184,-3.445863531,-4.557298541,
0.024145466,0.01394032,-0.009270047,-3.723658672,-4.272969924,-4.680966798,
0.039348163,0.027388156,0.038074701,-3.235305991,-3.597644621,-3.268205231,
0.034540631,0.048547235,0.061258242,-3.365618947,-3.025218029,-2.792656877,
0.079888175,0.076406344,0.071784275,-2.527127432,-2.571689555,-2.63408984,
0.127633969,0.137267341,0.140410635,-2.058588725,-1.985824863,-1.96318404,
0.159094696,0.193330484,0.185467479,-1.838255681,-1.643354202,-1.684875727,
0.26467976,0.321121027,0.281256064,-1.329234635,-1.135937196,-1.268489764,
0.422626288,0.428246261,0.478910253,-0.86126697,-0.848056874,-0.736242062,
0.752357936,0.759110227,0.844926333,-0.284543089,-0.275608285,-0.168505835,
1.242614741,1.449481636,1.500894413,0.217217822,0.371206,0.406061206,
2.598700239,3.116515883,3.243425311,0.955011412,1.136715674,1.176629966,
13.25435617,19.0669566,21.35726777,2.584326266,2.947956816,3.061392093,
,,,,,,
